timestamp,person_count,screenshot,alerts
2026-03-04 12:30:33,2,logs\20260304_123033_457.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:33,2,logs\20260304_123033_524.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:33,2,logs\20260304_123033_589.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:33,2,logs\20260304_123033_691.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:33,2,logs\20260304_123033_765.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:33,2,logs\20260304_123033_835.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:33,2,logs\20260304_123033_910.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:33,2,logs\20260304_123033_975.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_056.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_131.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_205.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_273.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_350.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_425.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_502.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_568.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_645.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_707.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_844.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_912.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:34,2,logs\20260304_123034_985.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:35,2,logs\20260304_123035_053.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:35,2,logs\20260304_123035_125.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:35,2,logs\20260304_123035_185.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:35,2,logs\20260304_123035_251.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:35,2,logs\20260304_123035_331.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:35,2,logs\20260304_123035_405.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:35,2,logs\20260304_123035_471.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:35,2,logs\20260304_123035_551.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_127.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_213.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_281.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_359.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_439.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_518.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_601.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_678.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_751.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_862.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:36,2,logs\20260304_123036_952.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:37,2,logs\20260304_123037_049.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:37,2,logs\20260304_123037_132.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:37,2,logs\20260304_123037_202.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:37,2,logs\20260304_123037_280.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:37,2,logs\20260304_123037_363.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:37,2,logs\20260304_123037_445.jpg,Suspicious activity: multiple persons detected
2026-03-04 12:30:37,2,logs\20260304_123037_551.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:37,2,logs\20260304_123037_625.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:37,2,logs\20260304_123037_702.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:37,2,logs\20260304_123037_783.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:37,2,logs\20260304_123037_857.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:37,2,logs\20260304_123037_938.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:38,2,logs\20260304_123038_015.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:38,2,logs\20260304_123038_094.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:38,2,logs\20260304_123038_225.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:38,2,logs\20260304_123038_295.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:38,2,logs\20260304_123038_374.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 10s;Loitering: track 2 present 10s
2026-03-04 12:30:38,2,logs\20260304_123038_494.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:38,2,logs\20260304_123038_620.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:38,2,logs\20260304_123038_704.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:38,2,logs\20260304_123038_813.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:38,2,logs\20260304_123038_896.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:38,2,logs\20260304_123038_968.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:39,2,logs\20260304_123039_047.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:39,2,logs\20260304_123039_116.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:39,2,logs\20260304_123039_190.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:39,2,logs\20260304_123039_256.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:39,2,logs\20260304_123039_318.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:39,2,logs\20260304_123039_382.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 11s;Loitering: track 2 present 11s
2026-03-04 12:30:39,2,logs\20260304_123039_459.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:39,2,logs\20260304_123039_536.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:39,2,logs\20260304_123039_629.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:39,2,logs\20260304_123039_746.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:39,2,logs\20260304_123039_840.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:39,2,logs\20260304_123039_919.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:39,2,logs\20260304_123039_996.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:40,2,logs\20260304_123040_077.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:40,2,logs\20260304_123040_148.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:40,2,logs\20260304_123040_238.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:40,2,logs\20260304_123040_352.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 12s;Loitering: track 2 present 12s
2026-03-04 12:30:40,2,logs\20260304_123040_456.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:40,2,logs\20260304_123040_527.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:40,2,logs\20260304_123040_599.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:40,2,logs\20260304_123040_701.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:40,2,logs\20260304_123040_773.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:40,2,logs\20260304_123040_879.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:40,2,logs\20260304_123040_960.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:41,2,logs\20260304_123041_030.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:41,2,logs\20260304_123041_133.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:41,2,logs\20260304_123041_202.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:41,2,logs\20260304_123041_270.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:41,2,logs\20260304_123041_371.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:41,2,logs\20260304_123041_440.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 13s
2026-03-04 12:30:41,2,logs\20260304_123041_517.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:41,2,logs\20260304_123041_592.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:41,2,logs\20260304_123041_656.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:41,2,logs\20260304_123041_721.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:41,2,logs\20260304_123041_781.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:41,2,logs\20260304_123041_851.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:41,2,logs\20260304_123041_927.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:42,2,logs\20260304_123042_040.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:42,2,logs\20260304_123042_113.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:42,2,logs\20260304_123042_187.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:42,2,logs\20260304_123042_254.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:42,2,logs\20260304_123042_334.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:42,2,logs\20260304_123042_414.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 14s
2026-03-04 12:30:42,2,logs\20260304_123042_499.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:42,2,logs\20260304_123042_568.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:42,2,logs\20260304_123042_642.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:42,2,logs\20260304_123042_704.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:42,2,logs\20260304_123042_765.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:42,2,logs\20260304_123042_828.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:42,2,logs\20260304_123042_897.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:43,2,logs\20260304_123043_001.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:43,2,logs\20260304_123043_069.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:43,2,logs\20260304_123043_144.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:43,2,logs\20260304_123043_218.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:43,2,logs\20260304_123043_283.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:43,2,logs\20260304_123043_356.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:43,2,logs\20260304_123043_422.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 15s
2026-03-04 12:30:43,2,logs\20260304_123043_497.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 16s
2026-03-04 12:30:43,2,logs\20260304_123043_555.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 16s
2026-03-04 12:30:44,2,logs\20260304_123044_161.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 16s
2026-03-04 12:30:44,2,logs\20260304_123044_245.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 16s
2026-03-04 12:30:44,2,logs\20260304_123044_311.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 16s
2026-03-04 12:30:44,2,logs\20260304_123044_371.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 16s
2026-03-04 12:30:44,2,logs\20260304_123044_438.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 16s
2026-03-04 12:30:44,2,logs\20260304_123044_520.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:44,2,logs\20260304_123044_593.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:44,2,logs\20260304_123044_697.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:44,2,logs\20260304_123044_763.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:44,2,logs\20260304_123044_839.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:44,2,logs\20260304_123044_906.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:44,2,logs\20260304_123044_978.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:45,2,logs\20260304_123045_044.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:45,2,logs\20260304_123045_118.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:45,2,logs\20260304_123045_179.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:45,2,logs\20260304_123045_251.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:45,2,logs\20260304_123045_321.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:45,2,logs\20260304_123045_389.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 17s
2026-03-04 12:30:45,1,logs\20260304_123045_462.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:45,1,logs\20260304_123045_523.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:45,1,logs\20260304_123045_615.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:45,1,logs\20260304_123045_680.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:45,2,logs\20260304_123045_737.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 18s
2026-03-04 12:30:45,1,logs\20260304_123045_803.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:45,1,logs\20260304_123045_857.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:45,1,logs\20260304_123045_912.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:45,1,logs\20260304_123045_976.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:46,2,logs\20260304_123046_040.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 18s
2026-03-04 12:30:46,1,logs\20260304_123046_099.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:46,1,logs\20260304_123046_156.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:46,1,logs\20260304_123046_221.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:46,1,logs\20260304_123046_283.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:46,1,logs\20260304_123046_348.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:46,1,logs\20260304_123046_412.jpg,Loitering: track 1 present 18s
2026-03-04 12:30:46,1,logs\20260304_123046_476.jpg,Loitering: track 1 present 19s
2026-03-04 12:30:46,1,logs\20260304_123046_537.jpg,Loitering: track 1 present 19s
2026-03-04 12:30:46,1,logs\20260304_123046_593.jpg,Loitering: track 1 present 19s
2026-03-04 12:30:46,1,logs\20260304_123046_654.jpg,Loitering: track 1 present 19s
2026-03-04 12:30:46,2,logs\20260304_123046_723.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:46,2,logs\20260304_123046_784.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:46,2,logs\20260304_123046_849.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:46,2,logs\20260304_123046_907.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:46,2,logs\20260304_123046_972.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:47,2,logs\20260304_123047_027.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:47,2,logs\20260304_123047_094.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:47,2,logs\20260304_123047_157.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:47,2,logs\20260304_123047_217.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:47,2,logs\20260304_123047_277.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:47,2,logs\20260304_123047_341.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:47,2,logs\20260304_123047_409.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 19s
2026-03-04 12:30:47,2,logs\20260304_123047_461.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 20s
2026-03-04 12:30:47,2,logs\20260304_123047_512.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 20s
2026-03-04 12:30:47,2,logs\20260304_123047_579.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 20s
2026-03-04 12:30:47,2,logs\20260304_123047_638.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 20s
2026-03-04 12:30:47,2,logs\20260304_123047_706.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 20s
2026-03-04 12:30:47,1,logs\20260304_123047_763.jpg,Loitering: track 1 present 20s
2026-03-04 12:30:47,1,logs\20260304_123047_827.jpg,Loitering: track 1 present 20s
2026-03-04 12:30:47,1,logs\20260304_123047_891.jpg,Loitering: track 1 present 20s
2026-03-04 12:30:47,2,logs\20260304_123047_951.jpg,Suspicious activity: multiple persons detected;Loitering: track 1 present 20s
2026-03-04 12:30:48,1,logs\20260304_123048_045.jpg,Loitering: track 1 present 20s
